locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLMJLKIP_01762	CDS	354	rplR		COG0256	50S ribosomal protein L18
PLMJLKIP_01763	CDS	504	rpsE		COG0098	30S ribosomal protein S5
PLMJLKIP_01764	CDS	180	rpmD		COG1841	50S ribosomal protein L30
PLMJLKIP_01765	CDS	435	rplO		COG0200	50S ribosomal protein L15
PLMJLKIP_01766	CDS	1332	secY		COG0201	Protein translocase subunit SecY
PLMJLKIP_01767	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
PLMJLKIP_01768	CDS	357	rpsM		COG0099	30S ribosomal protein S13
PLMJLKIP_01769	CDS	390	rpsK		COG0100	30S ribosomal protein S11
PLMJLKIP_01770	CDS	621	rpsD		COG0522	30S ribosomal protein S4
PLMJLKIP_01771	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PLMJLKIP_01772	CDS	384	rplQ		COG0203	50S ribosomal protein L17
PLMJLKIP_01773	CDS	369				hypothetical protein
PLMJLKIP_01774	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
PLMJLKIP_01775	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
PLMJLKIP_01776	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
PLMJLKIP_01777	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
PLMJLKIP_01778	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
PLMJLKIP_01779	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
PLMJLKIP_01780	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
PLMJLKIP_01781	CDS	1125				hypothetical protein
PLMJLKIP_01782	CDS	474	smg			Protein Smg
PLMJLKIP_01783	CDS	543	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
PLMJLKIP_01784	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
PLMJLKIP_01785	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PLMJLKIP_01786	CDS	258				hypothetical protein
PLMJLKIP_01787	CDS	555	yrdA_1		COG0663	Protein YrdA
PLMJLKIP_01788	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
PLMJLKIP_01789	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
PLMJLKIP_01790	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
PLMJLKIP_01791	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
PLMJLKIP_01792	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
PLMJLKIP_01793	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
PLMJLKIP_01794	CDS	108	ldrD_1			Small toxic polypeptide LdrD
PLMJLKIP_01795	CDS	108	ldrD_2			Small toxic polypeptide LdrD
PLMJLKIP_01796	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
PLMJLKIP_01797	CDS	192				hypothetical protein
PLMJLKIP_01798	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
PLMJLKIP_01799	CDS	189	yhjR			Protein YhjR
PLMJLKIP_01800	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
PLMJLKIP_01801	CDS	198	bcsA_1	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
PLMJLKIP_01802	CDS	2262	bcsA_2	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
PLMJLKIP_01803	CDS	2310	bcsB			Cyclic di-GMP-binding protein
PLMJLKIP_01804	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
PLMJLKIP_01805	CDS	1422	bcsC_1		COG0457	Cellulose synthase operon protein C
PLMJLKIP_01806	CDS	1923	bcsC_2		COG0457	Cellulose synthase operon protein C
PLMJLKIP_01807	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
PLMJLKIP_01808	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
PLMJLKIP_01809	CDS	1497	yhjJ		COG0612	Protein YhjJ
PLMJLKIP_01810	CDS	426				hypothetical protein
PLMJLKIP_01811	CDS	255				hypothetical protein
PLMJLKIP_01812	CDS	480				hypothetical protein
PLMJLKIP_01813	CDS	303				hypothetical protein
PLMJLKIP_01814	CDS	585				hypothetical protein
PLMJLKIP_01815	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
PLMJLKIP_01816	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
PLMJLKIP_01817	CDS	2061				hypothetical protein
PLMJLKIP_01818	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
PLMJLKIP_01819	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
PLMJLKIP_01820	CDS	972	dmlR_2			HTH-type transcriptional regulator DmlR
PLMJLKIP_01821	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
PLMJLKIP_01822	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
PLMJLKIP_01823	CDS	1398				hypothetical protein
PLMJLKIP_01824	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
PLMJLKIP_01825	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
PLMJLKIP_01826	CDS	942	zitB		COG1230	Zinc transporter ZitB
PLMJLKIP_01827	CDS	381				hypothetical protein
PLMJLKIP_01828	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
PLMJLKIP_01829	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
PLMJLKIP_01830	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
PLMJLKIP_01831	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
PLMJLKIP_01832	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
PLMJLKIP_01833	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
PLMJLKIP_01834	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
PLMJLKIP_01835	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
PLMJLKIP_01836	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
PLMJLKIP_01837	CDS	774	modA		COG0725	Molybdate-binding protein ModA
PLMJLKIP_01838	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
PLMJLKIP_01839	CDS	1059	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLMJLKIP_01840	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
PLMJLKIP_01841	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
PLMJLKIP_01842	CDS	954	oxyR_2			Hydrogen peroxide-inducible genes activator
PLMJLKIP_01843	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
PLMJLKIP_01844	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
PLMJLKIP_01845	CDS	2262	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
PLMJLKIP_01846	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
PLMJLKIP_01847	CDS	477				hypothetical protein
PLMJLKIP_01848	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
PLMJLKIP_01849	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
PLMJLKIP_01850	CDS	1155	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
PLMJLKIP_01851	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
PLMJLKIP_01852	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PLMJLKIP_01853	CDS	2022	uvrB		COG0556	UvrABC system protein B
PLMJLKIP_01854	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
PLMJLKIP_01855	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
PLMJLKIP_01856	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
PLMJLKIP_01857	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
PLMJLKIP_01858	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
PLMJLKIP_01859	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
PLMJLKIP_01860	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
PLMJLKIP_01861	CDS	390				hypothetical protein
PLMJLKIP_01862	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
PLMJLKIP_01863	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
PLMJLKIP_01864	CDS	762				hypothetical protein
PLMJLKIP_01865	CDS	411	ybhQ			Inner membrane protein YbhQ
PLMJLKIP_01866	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
PLMJLKIP_01867	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
PLMJLKIP_01868	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
PLMJLKIP_01869	CDS	996				hypothetical protein
PLMJLKIP_01870	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
PLMJLKIP_01871	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
PLMJLKIP_01872	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
PLMJLKIP_01873	tRNA	85				tRNA-Gly(gcc)
PLMJLKIP_01874	CDS	963	ybiB		COG0547	putative protein YbiB
PLMJLKIP_01875	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
PLMJLKIP_01876	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
PLMJLKIP_01877	CDS	267	ybiI		COG1734	putative protein YbiI
PLMJLKIP_01878	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
PLMJLKIP_01879	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
PLMJLKIP_01880	CDS	261	mcbA			putative protein McbA
PLMJLKIP_01881	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
PLMJLKIP_01882	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
PLMJLKIP_01883	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
PLMJLKIP_01884	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
PLMJLKIP_01885	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
PLMJLKIP_01886	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
PLMJLKIP_01887	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
PLMJLKIP_01888	CDS	516	ompX_3		COG3637	Outer membrane protein X
PLMJLKIP_01889	CDS	1584	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
PLMJLKIP_01890	CDS	129	mntS			Small protein MntS
PLMJLKIP_01891	CDS	468	mntR		COG1321	Transcriptional regulator MntR
PLMJLKIP_01892	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
PLMJLKIP_01893	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
PLMJLKIP_01894	CDS	1596	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
PLMJLKIP_01895	CDS	2364				hypothetical protein
PLMJLKIP_01896	CDS	1302	exuT_1			Hexuronate transporter
PLMJLKIP_01897	CDS	1104	cytR_2		COG1609	HTH-type transcriptional repressor CytR
PLMJLKIP_01898	CDS	1266	ybiU			putative protein YbiU
PLMJLKIP_01899	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
PLMJLKIP_01900	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
PLMJLKIP_01901	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
PLMJLKIP_01902	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
PLMJLKIP_01903	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
PLMJLKIP_01904	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
PLMJLKIP_01905	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
PLMJLKIP_01906	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
PLMJLKIP_01907	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
PLMJLKIP_01908	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
PLMJLKIP_01909	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
PLMJLKIP_01910	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
PLMJLKIP_01911	CDS	1329				hypothetical protein
PLMJLKIP_01912	CDS	330				hypothetical protein
PLMJLKIP_01913	CDS	387				hypothetical protein
PLMJLKIP_01914	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
PLMJLKIP_01915	CDS	384				hypothetical protein
PLMJLKIP_01916	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
PLMJLKIP_01917	CDS	627	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
PLMJLKIP_01918	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
PLMJLKIP_01919	CDS	759	deoR_2		COG1349	Deoxyribose operon repressor
PLMJLKIP_01920	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
PLMJLKIP_01921	CDS	1233	mdfA			Multidrug transporter MdfA
PLMJLKIP_01922	CDS	279				hypothetical protein
PLMJLKIP_01923	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
PLMJLKIP_01924	CDS	1209	ybjJ			Inner membrane protein YbjJ
PLMJLKIP_01925	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
PLMJLKIP_01926	CDS	1686	aspT_1			Aspartate/alanine antiporter
PLMJLKIP_01927	CDS	378	ybjM			Inner membrane protein YbjM
PLMJLKIP_01928	CDS	258	grxA		COG0695	Glutaredoxin 1
PLMJLKIP_01929	CDS	288				hypothetical protein
PLMJLKIP_01930	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
PLMJLKIP_01931	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
PLMJLKIP_01932	CDS	477	ybjN			putative protein YbjN
PLMJLKIP_01933	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
PLMJLKIP_01934	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PLMJLKIP_01935	CDS	945	potH		COG1176	Putrescine transport system permease protein PotH
PLMJLKIP_01936	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
PLMJLKIP_01937	CDS	489	ybjO			Inner membrane protein YbjO
PLMJLKIP_01938	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
PLMJLKIP_01939	CDS	1326	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
PLMJLKIP_01940	CDS	321	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
PLMJLKIP_01941	CDS	1482				hypothetical protein
PLMJLKIP_01942	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
PLMJLKIP_01943	CDS	669	artM_1		COG4160	Arginine ABC transporter permease protein ArtM
PLMJLKIP_01944	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
PLMJLKIP_01945	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
PLMJLKIP_01946	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
PLMJLKIP_01947	CDS	516	ybjP			putative lipoprotein YbjP
PLMJLKIP_01948	CDS	1803				hypothetical protein
PLMJLKIP_01949	CDS	324				hypothetical protein
PLMJLKIP_01950	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
PLMJLKIP_01951	CDS	1014	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
PLMJLKIP_01952	CDS	1431				hypothetical protein
PLMJLKIP_01953	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
PLMJLKIP_01954	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
PLMJLKIP_01955	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
PLMJLKIP_01956	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
PLMJLKIP_01957	CDS	900	lysO		COG2431	Lysine exporter LysO
PLMJLKIP_01958	CDS	696	aqpZ		COG0580	Aquaporin Z
PLMJLKIP_01959	CDS	1659				hypothetical protein
PLMJLKIP_01960	CDS	993				hypothetical protein
PLMJLKIP_01961	CDS	1116	macA		COG0845	Macrolide export protein MacA
PLMJLKIP_01962	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
PLMJLKIP_01963	CDS	225	cspD		COG1278	Cold shock-like protein CspD
PLMJLKIP_01964	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
PLMJLKIP_01965	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PLMJLKIP_01966	tRNA	88				tRNA-Ser(gga)
PLMJLKIP_01967	CDS	219	infA		COG0361	Translation initiation factor IF-1
PLMJLKIP_01968	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
PLMJLKIP_01969	CDS	1722	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
PLMJLKIP_01970	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
PLMJLKIP_01971	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
PLMJLKIP_01972	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
PLMJLKIP_01973	CDS	3990	ftsK		COG1674	DNA translocase FtsK
PLMJLKIP_01974	CDS	612	lolA_1		COG2834	Outer-membrane lipoprotein carrier protein
PLMJLKIP_01975	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
PLMJLKIP_01976	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PLMJLKIP_01977	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
PLMJLKIP_01978	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PLMJLKIP_01979	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
PLMJLKIP_01980	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
PLMJLKIP_01981	CDS	1149	ycaD			putative MFS-type transporter YcaD
PLMJLKIP_01982	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
PLMJLKIP_01983	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
PLMJLKIP_01984	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
PLMJLKIP_01985	CDS	858	focA		COG2116	putative formate transporter 1
PLMJLKIP_01986	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
PLMJLKIP_01987	CDS	693				hypothetical protein
PLMJLKIP_01988	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
PLMJLKIP_01989	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
PLMJLKIP_01990	CDS	765	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
PLMJLKIP_01991	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
PLMJLKIP_01992	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
PLMJLKIP_01993	CDS	285	ihfB		COG0776	Integration host factor subunit beta
PLMJLKIP_01994	CDS	2265				hypothetical protein
PLMJLKIP_01995	CDS	1749	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
PLMJLKIP_01996	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
PLMJLKIP_01997	CDS	1233				hypothetical protein
PLMJLKIP_01998	CDS	183				hypothetical protein
PLMJLKIP_01999	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
PLMJLKIP_02000	CDS	894				hypothetical protein
PLMJLKIP_02001	CDS	780				hypothetical protein
PLMJLKIP_02002	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
PLMJLKIP_02003	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
PLMJLKIP_02004	CDS	705	mukE		COG3095	Chromosome partition protein MukE
PLMJLKIP_02005	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
PLMJLKIP_02006	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
PLMJLKIP_02007	CDS	549				hypothetical protein
PLMJLKIP_02008	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
PLMJLKIP_02009	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
PLMJLKIP_02010	CDS	1089	ompF		COG3203	Outer membrane porin F
PLMJLKIP_02011	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
PLMJLKIP_02012	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
PLMJLKIP_02013	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
PLMJLKIP_02014	CDS	675				IS200/IS605 family transposase IS609
PLMJLKIP_02015	CDS	1227	rhmT			Inner membrane transport protein RhmT
PLMJLKIP_02016	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
PLMJLKIP_02017	CDS	198				hypothetical protein
PLMJLKIP_02018	CDS	960				ISNCY family transposase ISRor2
PLMJLKIP_02019	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
PLMJLKIP_02020	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
PLMJLKIP_02021	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
PLMJLKIP_02022	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
PLMJLKIP_02023	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PLMJLKIP_02024	CDS	1071				hypothetical protein
PLMJLKIP_02025	CDS	132				hypothetical protein
PLMJLKIP_02026	CDS	879	cysB_1			HTH-type transcriptional regulator CysB
PLMJLKIP_02027	CDS	1191	cntE			Staphylopine export protein
PLMJLKIP_02028	CDS	651	inaA			Protein InaA
PLMJLKIP_02029	CDS	255				hypothetical protein
PLMJLKIP_02030	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
PLMJLKIP_02031	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
PLMJLKIP_02032	CDS	3714	yfaL		COG3468	putative autotransporter YfaL
PLMJLKIP_02033	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PLMJLKIP_02034	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PLMJLKIP_02035	CDS	1689				hypothetical protein
PLMJLKIP_02036	CDS	624				hypothetical protein
PLMJLKIP_02037	CDS	4395				hypothetical protein
PLMJLKIP_02038	CDS	1650				hypothetical protein
PLMJLKIP_02039	CDS	777				hypothetical protein
PLMJLKIP_02040	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PLMJLKIP_02041	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
PLMJLKIP_02042	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
PLMJLKIP_02043	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
PLMJLKIP_02044	CDS	1386	atoC		COG2204	Regulatory protein AtoC
PLMJLKIP_02045	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
PLMJLKIP_02046	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
PLMJLKIP_02047	CDS	651	rcsB_1		COG2197	Transcriptional regulatory protein RcsB
PLMJLKIP_02048	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
PLMJLKIP_02049	CDS	1104	ompC			Outer membrane porin C
PLMJLKIP_02050	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PLMJLKIP_02051	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PLMJLKIP_02052	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
PLMJLKIP_02053	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
PLMJLKIP_02054	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
PLMJLKIP_02055	CDS	489	eco		COG4574	Ecotin
PLMJLKIP_02056	CDS	165				hypothetical protein
PLMJLKIP_02057	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
PLMJLKIP_02058	CDS	264	napD		COG3062	Chaperone NapD
PLMJLKIP_02059	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
PLMJLKIP_02060	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
PLMJLKIP_02061	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
PLMJLKIP_02062	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
PLMJLKIP_02063	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
PLMJLKIP_02064	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
PLMJLKIP_02065	CDS	663	ccmB		COG2386	Heme exporter protein B
PLMJLKIP_02066	CDS	738	ccmC		COG0755	Heme exporter protein C
PLMJLKIP_02067	CDS	210	ccmD		COG3114	Heme exporter protein D
PLMJLKIP_02068	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
PLMJLKIP_02069	CDS	1944	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
PLMJLKIP_02070	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
PLMJLKIP_02071	CDS	1053	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
PLMJLKIP_02072	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
PLMJLKIP_02073	CDS	2592				putative autotransporter
PLMJLKIP_02074	tRNA	77				tRNA-Pro(ggg)
PLMJLKIP_02075	CDS	1761	yejM		COG3083	Inner membrane protein YejM
PLMJLKIP_02076	CDS	228				hypothetical protein
PLMJLKIP_02077	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
